"ID","cluster","parent","parentSimScore","score","size","term","parentTerm","Description","Freq"
"GO:0036158",18,"GO:1904158",0.76,1,26,"outer dynein arm assembly","axonemal central apparatus assembly","outer dynein arm assembly",1
"GO:0036159",18,"GO:1904158",0.753,2,22,"inner dynein arm assembly","axonemal central apparatus assembly","inner dynein arm assembly",2
"GO:0036258",85,"GO:0007030",0.719,1,31,"multivesicular body assembly","Golgi organization","multivesicular body assembly",1
"GO:0036376",22,"GO:0070588",0.647,1,21,"sodium ion export across plasma membrane","calcium ion transmembrane transport","sodium ion export across
plasma membrane",1
"GO:0038063",9,"GO:0007229",0.345,1,11,"collagen-activated tyrosine kinase receptor signaling pathway","integrin-mediated signaling pathway","collagen-activated tyrosine kinase receptor
signaling pathway",1
"GO:0038084",25,"GO:0045471",0.375,2,14,"vascular endothelial growth factor signaling pathway","response to ethanol","vascular endothelial growth factor
signaling pathway",2
"GO:0038096",11,"GO:0006958",0.704,1,132,"Fc-gamma receptor signaling pathway involved in phagocytosis","complement activation, classical pathway","Fc-gamma receptor signaling pathway
involved in phagocytosis",1
"GO:0038111",25,"GO:0045471",0.361,1,30,"interleukin-7-mediated signaling pathway","response to ethanol","interleukin-7-mediated signaling pathway",1
"GO:0038128",9,"GO:0007229",0.369,1,32,"ERBB2 signaling pathway","integrin-mediated signaling pathway","ERBB2 signaling pathway",1
"GO:0040018",83,"GO:0048843",0.693,1,33,"positive regulation of multicellular organism growth","negative regulation of axon extension involved in axon guidance","positive regulation of multicellular
organism growth",1
"GO:0040037",25,"GO:0045471",0.359,1,25,"negative regulation of fibroblast growth factor receptor signaling pathway","response to ethanol","negative regulation of fibroblast
growth factor receptor signaling pathway",1
"GO:0042026",91,"GO:0042026",1,1,45,"protein refolding","protein refolding","protein refolding",1
"GO:0042059",9,"GO:0007229",0.383,2,36,"negative regulation of epidermal growth factor receptor signaling pathway","integrin-mediated signaling pathway","negative regulation of epidermal
growth factor receptor signaling pathway",2
"GO:0042060",54,"GO:0048678",0.791,1,84,"wound healing","response to axon injury","wound healing",1
"GO:0042110",63,"GO:0043032",0.607,2,46,"T cell activation","positive regulation of macrophage activation","T cell activation",2
"GO:0042118",63,"GO:0043032",0.451,1,9,"endothelial cell activation","positive regulation of macrophage activation","endothelial cell activation",1
"GO:0042127",17,"GO:1904707",0.664,2,141,"regulation of cell population proliferation","positive regulation of vascular smooth muscle cell proliferation","regulation of cell population proliferation",2
"GO:0042130",40,"GO:0033628",0.622,2,42,"negative regulation of T cell proliferation","regulation of cell adhesion mediated by integrin","negative regulation of T
cell proliferation",2
"GO:0042157",95,"GO:0042157",0.999,1,20,"lipoprotein metabolic process","lipoprotein metabolic process","lipoprotein metabolic process",1
"GO:0042177",24,"GO:0010951",0.662,1,36,"negative regulation of protein catabolic process","negative regulation of endopeptidase activity","negative regulation of protein
catabolic process",1
"GO:0042246",101,"GO:0097421",0.812,1,21,"tissue regeneration","liver regeneration","tissue regeneration",1
"GO:0042276",14,"GO:0042542",0.327,1,24,"error-prone translesion synthesis","response to hydrogen peroxide","error-prone translesion synthesis",1
"GO:0042308",35,"GO:0043691",0.359,1,12,"negative regulation of protein import into nucleus","reverse cholesterol transport","negative regulation of protein
import into nucleus",1
"GO:0042311",20,"GO:0055119",0.402,1,20,"vasodilation","relaxation of cardiac muscle","vasodilation",1
"GO:0042391",36,"GO:0050807",0.466,3,114,"regulation of membrane potential","regulation of synapse organization","regulation of membrane potential",3
"GO:0042462",44,"GO:0042462",1,3,18,"eye photoreceptor cell development","eye photoreceptor cell development","eye photoreceptor cell development",3
"GO:0042472",44,"GO:0042462",0.784,1,56,"inner ear morphogenesis","eye photoreceptor cell development","inner ear morphogenesis",1
"GO:0042476",69,"GO:0009653",0.595,1,33,"odontogenesis","anatomical structure morphogenesis","odontogenesis",1
"GO:0042493",25,"GO:0045471",0.777,2,201,"response to drug","response to ethanol","response to drug",2
"GO:0042531",55,"GO:0042531",0.999,2,80,"positive regulation of tyrosine phosphorylation of STAT protein","positive regulation of tyrosine phosphorylation of STAT protein","positive regulation of tyrosine
phosphorylation of STAT protein",2
"GO:0042542",14,"GO:0042542",0.999,4,53,"response to hydrogen peroxide","response to hydrogen peroxide","response to hydrogen peroxide",4
"GO:0042552",10,"GO:0021591",0.412,1,54,"myelination","ventricular system development","myelination",1
"GO:0042572",31,"GO:0008203",0.753,3,49,"retinol metabolic process","cholesterol metabolic process","retinol metabolic process",3
"GO:0042573",31,"GO:0008203",0.493,1,23,"retinoic acid metabolic process","cholesterol metabolic process","retinoic acid metabolic process",1
"GO:0042632",33,"GO:0042632",0.999,3,127,"cholesterol homeostasis","cholesterol homeostasis","cholesterol homeostasis",3
"GO:0042692",45,"GO:0030154",0.632,1,14,"muscle cell differentiation","cell differentiation","muscle cell differentiation",1
"GO:0042742",38,"GO:0042742",0.997,3,198,"defense response to bacterium","defense response to bacterium","defense response to bacterium",3
"GO:0042769",14,"GO:0042542",0.338,1,40,"DNA damage response, detection of DNA damage","response to hydrogen peroxide","DNA damage response, detection
of DNA damage",1
"GO:0042770",41,"GO:1901223",0.412,1,13,"signal transduction in response to DNA damage","negative regulation of NIK/NF-kappaB signaling","signal transduction in response
to DNA damage",1
"GO:0042789",66,"GO:0008334",0.496,1,19,"mRNA transcription by RNA polymerase II","histone mRNA metabolic process","mRNA transcription by RNA
polymerase II",1
"GO:0042795",80,"GO:1902895",0.42,1,79,"snRNA transcription by RNA polymerase II","positive regulation of pri-miRNA transcription by RNA polymerase II","snRNA transcription by RNA
polymerase II",1
"GO:0042908",96,"GO:0042908",1,1,9,"xenobiotic transport","xenobiotic transport","xenobiotic transport",1
"GO:0042953",35,"GO:0043691",0.369,1,17,"lipoprotein transport","reverse cholesterol transport","lipoprotein transport",1
"GO:0043011",21,"GO:0045654",0.573,2,18,"myeloid dendritic cell differentiation","positive regulation of megakaryocyte differentiation","myeloid dendritic cell differentiation",2
"GO:0043032",63,"GO:0043032",1,2,18,"positive regulation of macrophage activation","positive regulation of macrophage activation","positive regulation of macrophage activation",2
"GO:0043044",67,"GO:0006338",0.918,1,38,"ATP-dependent chromatin remodeling","chromatin remodeling","ATP-dependent chromatin remodeling",1
"GO:0043065",62,"GO:2001244",0.79,2,383,"positive regulation of apoptotic process","positive regulation of intrinsic apoptotic signaling pathway","positive regulation of apoptotic process",2
"GO:0043066",62,"GO:2001244",0.645,2,540,"negative regulation of apoptotic process","positive regulation of intrinsic apoptotic signaling pathway","negative regulation of apoptotic process",2
"GO:0043086",51,"GO:0000186",0.571,1,54,"negative regulation of catalytic activity","activation of MAPKK activity","negative regulation of catalytic activity",1
"GO:0043087",51,"GO:0000186",0.545,1,72,"regulation of GTPase activity","activation of MAPKK activity","regulation of GTPase activity",1
"GO:0043116",20,"GO:0055119",0.381,1,13,"negative regulation of vascular permeability","relaxation of cardiac muscle","negative regulation of vascular permeability",1
"GO:0043149",61,"GO:0043149",0.999,2,16,"stress fiber assembly","stress fiber assembly","stress fiber assembly",2
"GO:0043171",52,"GO:0006414",0.585,1,17,"peptide catabolic process","translational elongation","peptide catabolic process",1
"GO:0043200",25,"GO:0045471",0.543,1,33,"response to amino acid","response to ethanol","response to amino acid",1
"GO:0043280",62,"GO:2001244",0.694,1,57,"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","positive regulation of intrinsic apoptotic signaling pathway","positive regulation of cysteine-type endopeptidase activity
involved in apoptotic process",1
"GO:0043303",4,"GO:0002576",0.662,1,14,"mast cell degranulation","platelet degranulation","mast cell degranulation",1
"GO:0043312",4,"GO:0002576",0.78,1,482,"neutrophil degranulation","platelet degranulation","neutrophil degranulation",1
"GO:0043330",25,"GO:0045471",0.375,1,34,"response to exogenous dsRNA","response to ethanol","response to exogenous dsRNA",1
"GO:0043393",51,"GO:0000186",0.459,1,19,"regulation of protein binding","activation of MAPKK activity","regulation of protein binding",1
"GO:0043401",25,"GO:0045471",0.414,2,53,"steroid hormone mediated signaling pathway","response to ethanol","steroid hormone mediated signaling pathway",2
"GO:0043403",101,"GO:0097421",0.782,1,19,"skeletal muscle tissue regeneration","liver regeneration","skeletal muscle tissue regeneration",1
"GO:0043434",25,"GO:0045471",0.604,3,48,"response to peptide hormone","response to ethanol","response to peptide hormone",3
"GO:0043524",62,"GO:2001244",0.55,1,143,"negative regulation of neuron apoptotic process","positive regulation of intrinsic apoptotic signaling pathway","negative regulation of neuron
apoptotic process",1
"GO:0043525",62,"GO:2001244",0.645,1,54,"positive regulation of neuron apoptotic process","positive regulation of intrinsic apoptotic signaling pathway","positive regulation of neuron
apoptotic process",1
"GO:0043536",68,"GO:0014912",0.595,1,52,"positive regulation of blood vessel endothelial cell migration","negative regulation of smooth muscle cell migration","positive regulation of blood
vessel endothelial cell migration",1
"GO:0043547",51,"GO:0000186",0.62,1,342,"positive regulation of GTPase activity","activation of MAPKK activity","positive regulation of GTPase activity",1
"GO:0043588",94,"GO:0043589",0.72,1,38,"skin development","skin morphogenesis","skin development",1
"GO:0043589",94,"GO:0043589",1,1,9,"skin morphogenesis","skin morphogenesis","skin morphogenesis",1
"GO:0043627",102,"GO:0043627",0.999,1,63,"response to estrogen","response to estrogen","response to estrogen",1
"GO:0043691",35,"GO:0043691",1,3,19,"reverse cholesterol transport","reverse cholesterol transport","reverse cholesterol transport",3
"GO:0044267",7,"GO:0044267",0.909,5,225,"cellular protein metabolic process","cellular protein metabolic process","cellular protein metabolic process",5
"GO:0044344",25,"GO:0045471",0.413,1,29,"cellular response to fibroblast growth factor stimulus","response to ethanol","cellular response to fibroblast
growth factor stimulus",1
"GO:0044458",18,"GO:1904158",0.572,1,27,"motile cilium assembly","axonemal central apparatus assembly","motile cilium assembly",1
"GO:0044782",18,"GO:1904158",0.673,1,19,"cilium organization","axonemal central apparatus assembly","cilium organization",1
"GO:0045010",61,"GO:0043149",0.727,1,12,"actin nucleation","stress fiber assembly","actin nucleation",1
"GO:0045087",42,"GO:0050729",0.648,2,506,"innate immune response","positive regulation of inflammatory response","innate immune response",2
"GO:0045088",42,"GO:0050729",0.787,1,24,"regulation of innate immune response","positive regulation of inflammatory response","regulation of innate immune response",1
"GO:0045089",42,"GO:0050729",0.877,1,23,"positive regulation of innate immune response","positive regulation of inflammatory response","positive regulation of innate
immune response",1
"GO:0045104",23,"GO:0007130",0.321,1,24,"intermediate filament cytoskeleton organization","synaptonemal complex assembly","intermediate filament cytoskeleton organization",1
"GO:0045165",59,"GO:0050873",0.37,2,50,"cell fate commitment","brown fat cell differentiation","cell fate commitment",2
"GO:0045176",35,"GO:0043691",0.349,1,11,"apical protein localization","reverse cholesterol transport","apical protein localization",1
"GO:0045184",35,"GO:0043691",0.505,1,41,"establishment of protein localization","reverse cholesterol transport","establishment of protein localization",1
"GO:0045446",3,"GO:0002064",0.725,1,12,"endothelial cell differentiation","epithelial cell development","endothelial cell differentiation",1
"GO:0045471",25,"GO:0045471",0.999,3,102,"response to ethanol","response to ethanol","response to ethanol",3
"GO:0045475",49,"GO:0007613",0.606,1,12,"locomotor rhythm","memory","locomotor rhythm",1
"GO:0045494",33,"GO:0042632",0.488,1,41,"photoreceptor cell maintenance","cholesterol homeostasis","photoreceptor cell maintenance",1
"GO:0045540",31,"GO:0008203",0.893,2,33,"regulation of cholesterol biosynthetic process","cholesterol metabolic process","regulation of cholesterol biosynthetic process",2
"GO:0045597",12,"GO:0010976",0.856,1,36,"positive regulation of cell differentiation","positive regulation of neuron projection development","positive regulation of cell differentiation",1
"GO:0045654",21,"GO:0045654",1,4,7,"positive regulation of megakaryocyte differentiation","positive regulation of megakaryocyte differentiation","positive regulation of megakaryocyte differentiation",4
"GO:0045665",12,"GO:0010976",0.821,2,63,"negative regulation of neuron differentiation","positive regulation of neuron projection development","negative regulation of neuron differentiation",2
"GO:0045667",28,"GO:0030501",0.833,1,12,"regulation of osteoblast differentiation","positive regulation of bone mineralization","regulation of osteoblast differentiation",1
"GO:0045724",18,"GO:1904158",0.572,1,18,"positive regulation of cilium assembly","axonemal central apparatus assembly","positive regulation of cilium assembly",1
"GO:0045736",51,"GO:0000186",0.663,1,39,"negative regulation of cyclin-dependent protein serine/threonine kinase activity","activation of MAPKK activity","negative regulation of cyclin-dependent protein serine/threonine
kinase activity",1
"GO:0045742",9,"GO:0007229",0.371,1,23,"positive regulation of epidermal growth factor receptor signaling pathway","integrin-mediated signaling pathway","positive regulation of epidermal
growth factor receptor signaling pathway",1
"GO:0045746",9,"GO:0007229",0.381,1,50,"negative regulation of Notch signaling pathway","integrin-mediated signaling pathway","negative regulation of Notch
signaling pathway",1
"GO:0045747",9,"GO:0007229",0.383,2,54,"positive regulation of Notch signaling pathway","integrin-mediated signaling pathway","positive regulation of Notch
signaling pathway",2
"GO:0045760",36,"GO:0050807",0.343,1,5,"positive regulation of action potential","regulation of synapse organization","positive regulation of action potential",1
"GO:0045766",46,"GO:0001525",0.89,1,173,"positive regulation of angiogenesis","angiogenesis","positive regulation of angiogenesis",1
"GO:0045778",28,"GO:0030501",0.929,1,12,"positive regulation of ossification","positive regulation of bone mineralization","positive regulation of ossification",1
"GO:0045787",53,"GO:0007095",0.593,1,35,"positive regulation of cell cycle","mitotic G2 DNA damage checkpoint","positive regulation of cell cycle",1
"GO:0045807",57,"GO:0006897",0.82,1,24,"positive regulation of endocytosis","endocytosis","positive regulation of endocytosis",1
"GO:0045861",24,"GO:0010951",0.959,1,21,"negative regulation of proteolysis","negative regulation of endopeptidase activity","negative regulation of proteolysis",1
"GO:0045931",53,"GO:0007095",0.652,1,32,"positive regulation of mitotic cell cycle","mitotic G2 DNA damage checkpoint","positive regulation of mitotic
cell cycle",1
"GO:0045945",80,"GO:1902895",0.451,1,11,"positive regulation of transcription by RNA polymerase III","positive regulation of pri-miRNA transcription by RNA polymerase II","positive regulation of transcription
by RNA polymerase III",1
"GO:0045956",4,"GO:0002576",0.626,1,16,"positive regulation of calcium ion-dependent exocytosis","platelet degranulation","positive regulation of calcium
ion-dependent exocytosis",1
"GO:0046470",31,"GO:0008203",0.538,1,15,"phosphatidylcholine metabolic process","cholesterol metabolic process","phosphatidylcholine metabolic process",1
"GO:0046488",31,"GO:0008203",0.574,1,10,"phosphatidylinositol metabolic process","cholesterol metabolic process","phosphatidylinositol metabolic process",1
"GO:0046579",41,"GO:1901223",0.465,1,32,"positive regulation of Ras protein signal transduction","negative regulation of NIK/NF-kappaB signaling","positive regulation of Ras
protein signal transduction",1
"GO:0046580",41,"GO:1901223",0.64,1,27,"negative regulation of Ras protein signal transduction","negative regulation of NIK/NF-kappaB signaling","negative regulation of Ras
protein signal transduction",1
"GO:0046627",25,"GO:0045471",0.499,1,41,"negative regulation of insulin receptor signaling pathway","response to ethanol","negative regulation of insulin
receptor signaling pathway",1
"GO:0046628",25,"GO:0045471",0.483,1,24,"positive regulation of insulin receptor signaling pathway","response to ethanol","positive regulation of insulin
receptor signaling pathway",1
"GO:0046676",4,"GO:0002576",0.527,1,30,"negative regulation of insulin secretion","platelet degranulation","negative regulation of insulin secretion",1
"GO:0046686",73,"GO:0035865",0.653,1,25,"response to cadmium ion","cellular response to potassium ion","response to cadmium ion",1
"GO:0046697",56,"GO:0060065",0.615,2,24,"decidualization","uterus development","decidualization",2
"GO:0046716",33,"GO:0042632",0.467,1,21,"muscle cell cellular homeostasis","cholesterol homeostasis","muscle cell cellular homeostasis",1
"GO:0046755",38,"GO:0042742",0.503,1,11,"viral budding","defense response to bacterium","viral budding",1
"GO:0046777",26,"GO:0031954",0.842,2,192,"protein autophosphorylation","positive regulation of protein autophosphorylation","protein autophosphorylation",2
"GO:0046827",35,"GO:0043691",0.37,1,20,"positive regulation of protein export from nucleus","reverse cholesterol transport","positive regulation of protein
export from nucleus",1
"GO:0046834",31,"GO:0008203",0.519,1,22,"lipid phosphorylation","cholesterol metabolic process","lipid phosphorylation",1
"GO:0046839",31,"GO:0008203",0.505,2,17,"phospholipid dephosphorylation","cholesterol metabolic process","phospholipid dephosphorylation",2
"GO:0046847",18,"GO:1904158",0.561,1,17,"filopodium assembly","axonemal central apparatus assembly","filopodium assembly",1
"GO:0046849",29,"GO:0046849",0.999,3,18,"bone remodeling","bone remodeling","bone remodeling",3
"GO:0046907",72,"GO:0030705",0.761,1,21,"intracellular transport","cytoskeleton-dependent intracellular transport","intracellular transport",1
"GO:0046928",36,"GO:0050807",0.401,1,20,"regulation of neurotransmitter secretion","regulation of synapse organization","regulation of neurotransmitter secretion",1
"GO:0046949",74,"GO:0006693",0.77,1,12,"fatty-acyl-CoA biosynthetic process","prostaglandin metabolic process","fatty-acyl-CoA biosynthetic process",1
"GO:0048010",9,"GO:0007229",0.406,2,87,"vascular endothelial growth factor receptor signaling pathway","integrin-mediated signaling pathway","vascular endothelial growth factor
receptor signaling pathway",2
"GO:0048011",9,"GO:0007229",0.371,2,23,"neurotrophin TRK receptor signaling pathway","integrin-mediated signaling pathway","neurotrophin TRK receptor signaling pathway",2
"GO:0048013",9,"GO:0007229",0.402,1,114,"ephrin receptor signaling pathway","integrin-mediated signaling pathway","ephrin receptor signaling pathway",1
"GO:0048143",10,"GO:0021591",0.517,1,18,"astrocyte activation","ventricular system development","astrocyte activation",1
"GO:0048146",17,"GO:1904707",0.585,1,51,"positive regulation of fibroblast proliferation","positive regulation of vascular smooth muscle cell proliferation","positive regulation of fibroblast proliferation",1
"GO:0048148",70,"GO:0006805",0.763,1,22,"behavioral response to cocaine","xenobiotic metabolic process","behavioral response to cocaine",1
"GO:0048260",57,"GO:0006897",0.776,2,27,"positive regulation of receptor-mediated endocytosis","endocytosis","positive regulation of receptor-mediated
endocytosis",2
"GO:0048265",64,"GO:0048265",1,2,16,"response to pain","response to pain","response to pain",2
"GO:0048478",58,"GO:0048478",1,2,11,"replication fork protection","replication fork protection","replication fork protection",2
"GO:0048484",10,"GO:0021591",0.354,1,14,"enteric nervous system development","ventricular system development","enteric nervous system development",1
"GO:0048485",10,"GO:0021591",0.366,1,15,"sympathetic nervous system development","ventricular system development","sympathetic nervous system development",1
"GO:0048488",57,"GO:0006897",0.782,1,38,"synaptic vesicle endocytosis","endocytosis","synaptic vesicle endocytosis",1
"GO:0048511",60,"GO:0048511",0.997,2,66,"rhythmic process","rhythmic process","rhythmic process",2
"GO:0048514",46,"GO:0001525",0.97,1,19,"blood vessel morphogenesis","angiogenesis","blood vessel morphogenesis",1
"GO:0048536",21,"GO:0045654",0.487,1,33,"spleen development","positive regulation of megakaryocyte differentiation","spleen development",1
"GO:0048557",90,"GO:0048565",0.867,1,18,"embryonic digestive tract morphogenesis","digestive tract development","embryonic digestive tract morphogenesis",1
"GO:0048565",90,"GO:0048565",0.999,1,31,"digestive tract development","digestive tract development","digestive tract development",1
"GO:0048661",17,"GO:1904707",0.952,1,58,"positive regulation of smooth muscle cell proliferation","positive regulation of vascular smooth muscle cell proliferation","positive regulation of smooth
muscle cell proliferation",1
"GO:0048663",59,"GO:0050873",0.336,1,19,"neuron fate commitment","brown fat cell differentiation","neuron fate commitment",1
"GO:0048665",59,"GO:0050873",0.32,1,17,"neuron fate specification","brown fat cell differentiation","neuron fate specification",1
"GO:0048678",54,"GO:0048678",0.999,2,29,"response to axon injury","response to axon injury","response to axon injury",2
"GO:0048705",13,"GO:0001501",0.908,2,32,"skeletal system morphogenesis","skeletal system development","skeletal system morphogenesis",2
"GO:0048709",10,"GO:0021591",0.565,4,29,"oligodendrocyte differentiation","ventricular system development","oligodendrocyte differentiation",4
"GO:0048714",10,"GO:0021591",0.511,1,24,"positive regulation of oligodendrocyte differentiation","ventricular system development","positive regulation of oligodendrocyte differentiation",1
"GO:0048741",45,"GO:0030154",0.471,1,27,"skeletal muscle fiber development","cell differentiation","skeletal muscle fiber development",1
"GO:0048754",3,"GO:0002064",0.617,1,22,"branching morphogenesis of an epithelial tube","epithelial cell development","branching morphogenesis of an
epithelial tube",1
"GO:0048839",44,"GO:0042462",0.708,2,47,"inner ear development","eye photoreceptor cell development","inner ear development",2
"GO:0048843",83,"GO:0048843",1,1,27,"negative regulation of axon extension involved in axon guidance","negative regulation of axon extension involved in axon guidance","negative regulation of axon
extension involved in axon guidance",1
"GO:0048870",6,"GO:0090023",0.605,3,28,"cell motility","positive regulation of neutrophil chemotaxis","cell motility",3
"GO:0048873",33,"GO:0042632",0.478,1,29,"homeostasis of number of cells within a tissue","cholesterol homeostasis","homeostasis of number of
cells within a tissue",1
"GO:0050434",38,"GO:0042742",0.501,1,28,"positive regulation of viral transcription","defense response to bacterium","positive regulation of viral transcription",1
"GO:0050435",52,"GO:0006414",0.603,1,15,"amyloid-beta metabolic process","translational elongation","amyloid-beta metabolic process",1
"GO:0050679",17,"GO:1904707",0.646,1,60,"positive regulation of epithelial cell proliferation","positive regulation of vascular smooth muscle cell proliferation","positive regulation of epithelial
cell proliferation",1
"GO:0050727",42,"GO:0050729",0.92,1,72,"regulation of inflammatory response","positive regulation of inflammatory response","regulation of inflammatory response",1
"GO:0050728",42,"GO:0050729",0.86,1,128,"negative regulation of inflammatory response","positive regulation of inflammatory response","negative regulation of inflammatory response",1
"GO:0050729",42,"GO:0050729",0.999,3,90,"positive regulation of inflammatory response","positive regulation of inflammatory response","positive regulation of inflammatory response",3
"GO:0050769",12,"GO:0010976",0.948,1,29,"positive regulation of neurogenesis","positive regulation of neuron projection development","positive regulation of neurogenesis",1
"GO:0050772",12,"GO:0010976",0.903,3,32,"positive regulation of axonogenesis","positive regulation of neuron projection development","positive regulation of axonogenesis",3
"GO:0050776",11,"GO:0006958",0.754,4,213,"regulation of immune response","complement activation, classical pathway","regulation of immune response",4
"GO:0050803",36,"GO:0050807",0.995,1,9,"regulation of synapse structure or activity","regulation of synapse organization","regulation of synapse structure
or activity",1
"GO:0050807",36,"GO:0050807",0.998,3,25,"regulation of synapse organization","regulation of synapse organization","regulation of synapse organization",3
"GO:0050808",92,"GO:0031581",0.673,1,42,"synapse organization","hemidesmosome assembly","synapse organization",1
"GO:0050821",36,"GO:0050807",0.415,1,201,"protein stabilization","regulation of synapse organization","protein stabilization",1
"GO:0050830",38,"GO:0042742",0.889,2,119,"defense response to Gram-positive bacterium","defense response to bacterium","defense response to Gram-positive
bacterium",2
"GO:0050853",11,"GO:0006958",0.706,1,109,"B cell receptor signaling pathway","complement activation, classical pathway","B cell receptor signaling pathway",1
"GO:0050873",59,"GO:0050873",1,2,28,"brown fat cell differentiation","brown fat cell differentiation","brown fat cell differentiation",2
"GO:0050896",84,"GO:0050896",0.745,1,65,"response to stimulus","response to stimulus","response to stimulus",1
"GO:0050900",6,"GO:0090023",0.738,3,191,"leukocyte migration","positive regulation of neutrophil chemotaxis","leukocyte migration",3
"GO:0050919",6,"GO:0090023",0.567,3,41,"negative chemotaxis","positive regulation of neutrophil chemotaxis","negative chemotaxis",3
"GO:0050966",20,"GO:0055119",0.381,1,13,"detection of mechanical stimulus involved in sensory perception of pain","relaxation of cardiac muscle","detection of mechanical stimulus involved in
sensory perception of pain",1
"GO:0051000",51,"GO:0000186",0.511,1,24,"positive regulation of nitric-oxide synthase activity","activation of MAPKK activity","positive regulation of nitric-oxide
synthase activity",1
"GO:0051014",61,"GO:0043149",0.552,1,8,"actin filament severing","stress fiber assembly","actin filament severing",1
"GO:0051016",61,"GO:0043149",0.676,1,18,"barbed-end actin filament capping","stress fiber assembly","barbed-end actin filament capping",1
"GO:0051145",45,"GO:0030154",0.513,1,15,"smooth muscle cell differentiation","cell differentiation","smooth muscle cell differentiation",1
"GO:0051216",13,"GO:0001501",0.904,1,58,"cartilage development","skeletal system development","cartilage development",1
"GO:0051272",68,"GO:0014912",0.667,1,11,"positive regulation of cellular component movement","negative regulation of smooth muscle cell migration","positive regulation of cellular
component movement",1
"GO:0051281",33,"GO:0042632",0.564,2,31,"positive regulation of release of sequestered calcium ion into cytosol","cholesterol homeostasis","positive regulation of release of sequestered
calcium ion into cytosol",2
"GO:0051292",103,"GO:0051292",1,1,10,"nuclear pore complex assembly","nuclear pore complex assembly","nuclear pore complex assembly",1
"GO:0051302",97,"GO:0061640",0.777,1,9,"regulation of cell division","cytoskeleton-dependent cytokinesis","regulation of cell division",1
"GO:0051384",25,"GO:0045471",0.403,1,59,"response to glucocorticoid","response to ethanol","response to glucocorticoid",1
"GO:0051412",25,"GO:0045471",0.799,1,18,"response to corticosterone","response to ethanol","response to corticosterone",1
"GO:0051480",33,"GO:0042632",0.675,3,47,"regulation of cytosolic calcium ion concentration","cholesterol homeostasis","regulation of cytosolic calcium
ion concentration",3
"GO:0051481",33,"GO:0042632",0.521,1,13,"negative regulation of cytosolic calcium ion concentration","cholesterol homeostasis","negative regulation of cytosolic
calcium ion concentration",1
"GO:0051491",18,"GO:1904158",0.54,3,34,"positive regulation of filopodium assembly","axonemal central apparatus assembly","positive regulation of filopodium assembly",3
"GO:0051492",61,"GO:0043149",0.989,1,15,"regulation of stress fiber assembly","stress fiber assembly","regulation of stress fiber assembly",1
"GO:0051591",25,"GO:0045471",0.532,3,46,"response to cAMP","response to ethanol","response to cAMP",3
"GO:0051604",7,"GO:0044267",0.489,2,23,"protein maturation","cellular protein metabolic process","protein maturation",2
"GO:0051693",61,"GO:0043149",0.705,1,14,"actin filament capping","stress fiber assembly","actin filament capping",1
"GO:0051865",37,"GO:0018149",0.333,1,71,"protein autoubiquitination","peptide cross-linking","protein autoubiquitination",1
"GO:0051932",50,"GO:0007268",0.733,2,15,"synaptic transmission, GABAergic","chemical synaptic transmission","synaptic transmission, GABAergic",2
"GO:0051965",36,"GO:0050807",0.893,1,64,"positive regulation of synapse assembly","regulation of synapse organization","positive regulation of synapse assembly",1
"GO:0051966",50,"GO:0007268",0.756,1,30,"regulation of synaptic transmission, glutamatergic","chemical synaptic transmission","regulation of synaptic transmission, glutamatergic",1
"GO:0055007",45,"GO:0030154",0.548,1,22,"cardiac muscle cell differentiation","cell differentiation","cardiac muscle cell differentiation",1
"GO:0055010",46,"GO:0001525",0.595,1,25,"ventricular cardiac muscle tissue morphogenesis","angiogenesis","ventricular cardiac muscle tissue morphogenesis",1
"GO:0055074",33,"GO:0042632",0.692,2,23,"calcium ion homeostasis","cholesterol homeostasis","calcium ion homeostasis",2
"GO:0055119",20,"GO:0055119",1,4,13,"relaxation of cardiac muscle","relaxation of cardiac muscle","relaxation of cardiac muscle",4
"GO:0060037",65,"GO:0035116",0.496,1,18,"pharyngeal system development","embryonic hindlimb morphogenesis","pharyngeal system development",1
"GO:0060038",17,"GO:1904707",0.804,1,15,"cardiac muscle cell proliferation","positive regulation of vascular smooth muscle cell proliferation","cardiac muscle cell proliferation",1
"GO:0060041",44,"GO:0042462",0.763,2,61,"retina development in camera-type eye","eye photoreceptor cell development","retina development in camera-type
eye",2
"GO:0060045",17,"GO:1904707",0.768,2,38,"positive regulation of cardiac muscle cell proliferation","positive regulation of vascular smooth muscle cell proliferation","positive regulation of cardiac
muscle cell proliferation",2
"GO:0060047",20,"GO:0055119",0.485,2,14,"heart contraction","relaxation of cardiac muscle","heart contraction",2
"GO:0060048",20,"GO:0055119",0.67,1,51,"cardiac muscle contraction","relaxation of cardiac muscle","cardiac muscle contraction",1
"GO:0060065",56,"GO:0060065",1,2,16,"uterus development","uterus development","uterus development",2
"GO:0060100",15,"GO:0006911",0.866,2,12,"positive regulation of phagocytosis, engulfment","phagocytosis, engulfment","positive regulation of phagocytosis, engulfment",2
"GO:0060122",44,"GO:0042462",0.617,1,18,"inner ear receptor cell stereocilium organization","eye photoreceptor cell development","inner ear receptor cell
stereocilium organization",1
"GO:0060135",56,"GO:0060065",0.479,1,24,"maternal process involved in female pregnancy","uterus development","maternal process involved in
female pregnancy",1
