"ID","cluster","parent","parentSimScore","score","size","term","parentTerm","Description","Freq"
"GO:0038084",24,"GO:0071526",0.364,1,14,"vascular endothelial growth factor signaling pathway","semaphorin-plexin signaling pathway","vascular endothelial growth factor
signaling pathway",1
"GO:0039702",57,"GO:0019079",0.748,1,34,"viral budding via host ESCRT complex","viral genome replication","viral budding via host
ESCRT complex",1
"GO:0040018",41,"GO:0030308",0.696,1,33,"positive regulation of multicellular organism growth","negative regulation of cell growth","positive regulation of multicellular
organism growth",1
"GO:0040029",29,"GO:0006342",0.738,1,14,"regulation of gene expression, epigenetic","chromatin silencing","regulation of gene expression, epigenetic",1
"GO:0042026",19,"GO:0006457",0.866,1,45,"protein refolding","protein folding","protein refolding",1
"GO:0042060",70,"GO:0031103",0.766,1,84,"wound healing","axon regeneration","wound healing",1
"GO:0042100",52,"GO:0030449",0.366,1,35,"B cell proliferation","regulation of complement activation","B cell proliferation",1
"GO:0042104",52,"GO:0030449",0.519,2,26,"positive regulation of activated T cell proliferation","regulation of complement activation","positive regulation of activated
T cell proliferation",2
"GO:0042110",52,"GO:0030449",0.428,1,46,"T cell activation","regulation of complement activation","T cell activation",1
"GO:0042130",52,"GO:0030449",0.482,1,42,"negative regulation of T cell proliferation","regulation of complement activation","negative regulation of T
cell proliferation",1
"GO:0042147",79,"GO:0006897",0.58,1,106,"retrograde transport, endosome to Golgi","endocytosis","retrograde transport, endosome to Golgi",1
"GO:0042157",99,"GO:0002084",0.819,1,20,"lipoprotein metabolic process","protein depalmitoylation","lipoprotein metabolic process",1
"GO:0042246",103,"GO:0097421",0.812,1,21,"tissue regeneration","liver regeneration","tissue regeneration",1
"GO:0042274",54,"GO:0060271",0.488,1,18,"ribosomal small subunit biogenesis","cilium assembly","ribosomal small subunit biogenesis",1
"GO:0042391",69,"GO:0086012",0.772,1,114,"regulation of membrane potential","membrane depolarization during cardiac muscle cell action potential","regulation of membrane potential",1
"GO:0042462",81,"GO:0042462",1,1,18,"eye photoreceptor cell development","eye photoreceptor cell development","eye photoreceptor cell development",1
"GO:0042472",47,"GO:0035116",0.623,1,56,"inner ear morphogenesis","embryonic hindlimb morphogenesis","inner ear morphogenesis",1
"GO:0042476",16,"GO:0043588",0.408,2,33,"odontogenesis","skin development","odontogenesis",2
"GO:0042493",20,"GO:0042493",0.99,3,201,"response to drug","response to drug","response to drug",3
"GO:0042551",30,"GO:0010975",0.639,1,14,"neuron maturation","regulation of neuron projection development","neuron maturation",1
"GO:0042572",36,"GO:0006695",0.72,1,49,"retinol metabolic process","cholesterol biosynthetic process","retinol metabolic process",1
"GO:0042730",70,"GO:0031103",0.625,1,24,"fibrinolysis","axon regeneration","fibrinolysis",1
"GO:0042738",20,"GO:0042493",0.692,2,30,"exogenous drug catabolic process","response to drug","exogenous drug catabolic process",2
"GO:0042752",62,"GO:0007623",0.936,1,71,"regulation of circadian rhythm","circadian rhythm","regulation of circadian rhythm",1
"GO:0042761",53,"GO:0006520",0.586,1,25,"very long-chain fatty acid biosynthetic process","cellular amino acid metabolic process","very long-chain fatty acid
biosynthetic process",1
"GO:0042771",61,"GO:0060548",0.541,1,33,"intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","negative regulation of cell death","intrinsic apoptotic signaling pathway in response
to DNA damage by p53 class mediator",1
"GO:0042776",84,"GO:0043101",0.724,1,37,"mitochondrial ATP synthesis coupled proton transport","purine-containing compound salvage","mitochondrial ATP synthesis coupled
proton transport",1
"GO:0042908",85,"GO:0042908",1,1,9,"xenobiotic transport","xenobiotic transport","xenobiotic transport",1
"GO:0042987",78,"GO:0042987",0.999,1,10,"amyloid precursor protein catabolic process","amyloid precursor protein catabolic process","amyloid precursor protein catabolic process",1
"GO:0043032",52,"GO:0030449",0.524,1,18,"positive regulation of macrophage activation","regulation of complement activation","positive regulation of macrophage activation",1
"GO:0043065",61,"GO:0060548",0.8,1,383,"positive regulation of apoptotic process","negative regulation of cell death","positive regulation of apoptotic process",1
"GO:0043085",58,"GO:0043405",0.727,1,77,"positive regulation of catalytic activity","regulation of MAP kinase activity","positive regulation of catalytic activity",1
"GO:0043101",84,"GO:0043101",1,1,13,"purine-containing compound salvage","purine-containing compound salvage","purine-containing compound salvage",1
"GO:0043113",34,"GO:0120009",0.371,1,29,"receptor clustering","intermembrane lipid transfer","receptor clustering",1
"GO:0043116",33,"GO:0061337",0.613,1,13,"negative regulation of vascular permeability","cardiac conduction","negative regulation of vascular permeability",1
"GO:0043122",37,"GO:0048015",0.493,2,18,"regulation of I-kappaB kinase/NF-kappaB signaling","phosphatidylinositol-mediated signaling","regulation of I-kappaB kinase/NF-kappaB
signaling",2
"GO:0043161",17,"GO:0010951",0.635,1,238,"proteasome-mediated ubiquitin-dependent protein catabolic process","negative regulation of endopeptidase activity","proteasome-mediated ubiquitin-dependent protein catabolic
process",1
"GO:0043162",17,"GO:0010951",0.498,1,25,"ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","negative regulation of endopeptidase activity","ubiquitin-dependent protein catabolic process via the
multivesicular body sorting pathway",1
"GO:0043200",35,"GO:0030518",0.409,1,33,"response to amino acid","intracellular steroid hormone receptor signaling pathway","response to amino acid",1
"GO:0043249",31,"GO:0006874",0.516,1,15,"erythrocyte maturation","cellular calcium ion homeostasis","erythrocyte maturation",1
"GO:0043312",3,"GO:0016079",0.801,4,482,"neutrophil degranulation","synaptic vesicle exocytosis","neutrophil degranulation",4
"GO:0043405",58,"GO:0043405",0.997,2,13,"regulation of MAP kinase activity","regulation of MAP kinase activity","regulation of MAP kinase activity",2
"GO:0043406",58,"GO:0043405",0.975,1,63,"positive regulation of MAP kinase activity","regulation of MAP kinase activity","positive regulation of MAP
kinase activity",1
"GO:0043407",58,"GO:0043405",0.874,1,43,"negative regulation of MAP kinase activity","regulation of MAP kinase activity","negative regulation of MAP
kinase activity",1
"GO:0043408",7,"GO:0044267",0.606,1,59,"regulation of MAPK cascade","cellular protein metabolic process","regulation of MAPK cascade",1
"GO:0043410",7,"GO:0044267",0.577,2,120,"positive regulation of MAPK cascade","cellular protein metabolic process","positive regulation of MAPK cascade",2
"GO:0043473",107,"GO:0043473",0.999,1,26,"pigmentation","pigmentation","pigmentation",1
"GO:0043488",46,"GO:0043488",0.999,2,121,"regulation of mRNA stability","regulation of mRNA stability","regulation of mRNA stability",2
"GO:0043491",37,"GO:0048015",0.494,1,40,"protein kinase B signaling","phosphatidylinositol-mediated signaling","protein kinase B signaling",1
"GO:0043523",61,"GO:0060548",0.695,1,17,"regulation of neuron apoptotic process","negative regulation of cell death","regulation of neuron apoptotic process",1
"GO:0043524",61,"GO:0060548",0.793,1,143,"negative regulation of neuron apoptotic process","negative regulation of cell death","negative regulation of neuron
apoptotic process",1
"GO:0043525",61,"GO:0060548",0.617,1,54,"positive regulation of neuron apoptotic process","negative regulation of cell death","positive regulation of neuron
apoptotic process",1
"GO:0043537",11,"GO:0060326",0.602,1,39,"negative regulation of blood vessel endothelial cell migration","cell chemotaxis","negative regulation of blood
vessel endothelial cell migration",1
"GO:0043552",58,"GO:0043405",0.664,1,32,"positive regulation of phosphatidylinositol 3-kinase activity","regulation of MAP kinase activity","positive regulation of phosphatidylinositol
3-kinase activity",1
"GO:0043588",16,"GO:0043588",0.996,3,38,"skin development","skin development","skin development",3
"GO:0043589",16,"GO:0043588",0.72,1,9,"skin morphogenesis","skin development","skin morphogenesis",1
"GO:0043627",92,"GO:0071391",0.899,1,63,"response to estrogen","cellular response to estrogen stimulus","response to estrogen",1
"GO:0043647",53,"GO:0006520",0.535,1,48,"inositol phosphate metabolic process","cellular amino acid metabolic process","inositol phosphate metabolic process",1
"GO:0043651",53,"GO:0006520",0.57,1,17,"linoleic acid metabolic process","cellular amino acid metabolic process","linoleic acid metabolic process",1
"GO:0043666",94,"GO:0016311",0.854,1,43,"regulation of phosphoprotein phosphatase activity","dephosphorylation","regulation of phosphoprotein phosphatase activity",1
"GO:0043687",7,"GO:0044267",0.517,1,345,"post-translational protein modification","cellular protein metabolic process","post-translational protein modification",1
"GO:0043691",34,"GO:0120009",0.583,1,19,"reverse cholesterol transport","intermembrane lipid transfer","reverse cholesterol transport",1
"GO:0043951",37,"GO:0048015",0.418,1,20,"negative regulation of cAMP-mediated signaling","phosphatidylinositol-mediated signaling","negative regulation of cAMP-mediated
signaling",1
"GO:0043981",18,"GO:0050731",0.544,1,20,"histone H4-K5 acetylation","positive regulation of peptidyl-tyrosine phosphorylation","histone H4-K5 acetylation",1
"GO:0043982",18,"GO:0050731",0.544,1,20,"histone H4-K8 acetylation","positive regulation of peptidyl-tyrosine phosphorylation","histone H4-K8 acetylation",1
"GO:0043984",18,"GO:0050731",0.556,1,22,"histone H4-K16 acetylation","positive regulation of peptidyl-tyrosine phosphorylation","histone H4-K16 acetylation",1
"GO:0044267",7,"GO:0044267",0.909,4,225,"cellular protein metabolic process","cellular protein metabolic process","cellular protein metabolic process",4
"GO:0044458",54,"GO:0060271",0.777,2,27,"motile cilium assembly","cilium assembly","motile cilium assembly",2
"GO:0044782",54,"GO:0060271",0.985,2,19,"cilium organization","cilium assembly","cilium organization",2
"GO:0044849",62,"GO:0007623",0.751,1,16,"estrous cycle","circadian rhythm","estrous cycle",1
"GO:0045010",22,"GO:0051289",0.525,1,12,"actin nucleation","protein homotetramerization","actin nucleation",1
"GO:0045022",79,"GO:0006897",0.531,1,24,"early endosome to late endosome transport","endocytosis","early endosome to late
endosome transport",1
"GO:0045071",57,"GO:0019079",0.951,1,47,"negative regulation of viral genome replication","viral genome replication","negative regulation of viral
genome replication",1
"GO:0045109",38,"GO:0007015",0.693,1,20,"intermediate filament organization","actin filament organization","intermediate filament organization",1
"GO:0045116",80,"GO:0031398",0.573,1,24,"protein neddylation","positive regulation of protein ubiquitination","protein neddylation",1
"GO:0045176",34,"GO:0120009",0.334,1,11,"apical protein localization","intermembrane lipid transfer","apical protein localization",1
"GO:0045198",1,"GO:0030010",0.854,1,15,"establishment of epithelial cell apical/basal polarity","establishment of cell polarity","establishment of epithelial cell
apical/basal polarity",1
"GO:0045429",71,"GO:2000379",0.937,1,46,"positive regulation of nitric oxide biosynthetic process","positive regulation of reactive oxygen species metabolic process","positive regulation of nitric
oxide biosynthetic process",1
"GO:0045446",65,"GO:0003323",0.617,1,12,"endothelial cell differentiation","type B pancreatic cell development","endothelial cell differentiation",1
"GO:0045471",9,"GO:0071346",0.412,2,102,"response to ethanol","cellular response to interferon-gamma","response to ethanol",2
"GO:0045494",31,"GO:0006874",0.551,1,41,"photoreceptor cell maintenance","cellular calcium ion homeostasis","photoreceptor cell maintenance",1
"GO:0045540",36,"GO:0006695",0.942,2,33,"regulation of cholesterol biosynthetic process","cholesterol biosynthetic process","regulation of cholesterol biosynthetic process",2
"GO:0045595",15,"GO:0045595",0.979,3,29,"regulation of cell differentiation","regulation of cell differentiation","regulation of cell differentiation",3
"GO:0045598",15,"GO:0045595",0.698,1,15,"regulation of fat cell differentiation","regulation of cell differentiation","regulation of fat cell differentiation",1
"GO:0045599",15,"GO:0045595",0.64,1,51,"negative regulation of fat cell differentiation","regulation of cell differentiation","negative regulation of fat
cell differentiation",1
"GO:0045600",15,"GO:0045595",0.654,1,55,"positive regulation of fat cell differentiation","regulation of cell differentiation","positive regulation of fat
cell differentiation",1
"GO:0045652",77,"GO:0030316",0.754,1,71,"regulation of megakaryocyte differentiation","osteoclast differentiation","regulation of megakaryocyte differentiation",1
"GO:0045654",77,"GO:0030316",0.638,1,7,"positive regulation of megakaryocyte differentiation","osteoclast differentiation","positive regulation of megakaryocyte differentiation",1
"GO:0045664",30,"GO:0010975",0.967,1,22,"regulation of neuron differentiation","regulation of neuron projection development","regulation of neuron differentiation",1
"GO:0045665",30,"GO:0010975",0.869,2,63,"negative regulation of neuron differentiation","regulation of neuron projection development","negative regulation of neuron differentiation",2
"GO:0045669",105,"GO:0001503",0.836,1,64,"positive regulation of osteoblast differentiation","ossification","positive regulation of osteoblast differentiation",1
"GO:0045721",83,"GO:0045721",1,1,17,"negative regulation of gluconeogenesis","negative regulation of gluconeogenesis","negative regulation of gluconeogenesis",1
"GO:0045725",83,"GO:0045721",0.808,1,20,"positive regulation of glycogen biosynthetic process","negative regulation of gluconeogenesis","positive regulation of glycogen
biosynthetic process",1
"GO:0045727",84,"GO:0043101",0.472,1,76,"positive regulation of translation","purine-containing compound salvage","positive regulation of translation",1
"GO:0045760",69,"GO:0086012",0.711,1,5,"positive regulation of action potential","membrane depolarization during cardiac muscle cell action potential","positive regulation of action potential",1
"GO:0045765",23,"GO:0016525",0.926,3,31,"regulation of angiogenesis","negative regulation of angiogenesis","regulation of angiogenesis",3
"GO:0045766",23,"GO:0016525",0.876,1,173,"positive regulation of angiogenesis","negative regulation of angiogenesis","positive regulation of angiogenesis",1
"GO:0045785",6,"GO:0007155",0.835,1,48,"positive regulation of cell adhesion","cell adhesion","positive regulation of cell adhesion",1
"GO:0045786",63,"GO:0045786",0.994,2,45,"negative regulation of cell cycle","negative regulation of cell cycle","negative regulation of cell cycle",2
"GO:0045814",29,"GO:0006342",0.953,1,57,"negative regulation of gene expression, epigenetic","chromatin silencing","negative regulation of gene
expression, epigenetic",1
"GO:0045860",58,"GO:0043405",0.869,1,54,"positive regulation of protein kinase activity","regulation of MAP kinase activity","positive regulation of protein
kinase activity",1
"GO:0045907",33,"GO:0061337",0.744,1,31,"positive regulation of vasoconstriction","cardiac conduction","positive regulation of vasoconstriction",1
"GO:0045921",79,"GO:0006897",0.57,1,26,"positive regulation of exocytosis","endocytosis","positive regulation of exocytosis",1
"GO:0045931",63,"GO:0045786",0.726,1,32,"positive regulation of mitotic cell cycle","negative regulation of cell cycle","positive regulation of mitotic
cell cycle",1
"GO:0045945",96,"GO:0016070",0.386,1,11,"positive regulation of transcription by RNA polymerase III","RNA metabolic process","positive regulation of transcription
by RNA polymerase III",1
"GO:0045956",79,"GO:0006897",0.505,1,16,"positive regulation of calcium ion-dependent exocytosis","endocytosis","positive regulation of calcium
ion-dependent exocytosis",1
"GO:0046339",36,"GO:0006695",0.464,1,20,"diacylglycerol metabolic process","cholesterol biosynthetic process","diacylglycerol metabolic process",1
"GO:0046488",36,"GO:0006695",0.545,1,10,"phosphatidylinositol metabolic process","cholesterol biosynthetic process","phosphatidylinositol metabolic process",1
"GO:0046628",35,"GO:0030518",0.637,1,24,"positive regulation of insulin receptor signaling pathway","intracellular steroid hormone receptor signaling pathway","positive regulation of insulin
receptor signaling pathway",1
"GO:0046686",67,"GO:0010043",0.728,1,25,"response to cadmium ion","response to zinc ion","response to cadmium ion",1
"GO:0046697",45,"GO:0007548",0.62,1,24,"decidualization","sex differentiation","decidualization",1
"GO:0046777",7,"GO:0044267",0.504,2,192,"protein autophosphorylation","cellular protein metabolic process","protein autophosphorylation",2
"GO:0046839",36,"GO:0006695",0.483,1,17,"phospholipid dephosphorylation","cholesterol biosynthetic process","phospholipid dephosphorylation",1
"GO:0046849",68,"GO:0046849",0.999,2,18,"bone remodeling","bone remodeling","bone remodeling",2
"GO:0047496",3,"GO:0016079",0.461,1,19,"vesicle transport along microtubule","synaptic vesicle exocytosis","vesicle transport along microtubule",1
"GO:0048012",24,"GO:0071526",0.34,1,13,"hepatocyte growth factor receptor signaling pathway","semaphorin-plexin signaling pathway","hepatocyte growth factor receptor
signaling pathway",1
"GO:0048015",37,"GO:0048015",0.998,2,53,"phosphatidylinositol-mediated signaling","phosphatidylinositol-mediated signaling","phosphatidylinositol-mediated signaling",2
"GO:0048026",46,"GO:0043488",0.75,1,23,"positive regulation of mRNA splicing, via spliceosome","regulation of mRNA stability","positive regulation of mRNA
splicing, via spliceosome",1
"GO:0048147",28,"GO:0050680",0.658,1,29,"negative regulation of fibroblast proliferation","negative regulation of epithelial cell proliferation","negative regulation of fibroblast proliferation",1
"GO:0048208",13,"GO:0007009",0.651,1,70,"COPII vesicle coating","plasma membrane organization","COPII vesicle coating",1
"GO:0048255",46,"GO:0043488",0.902,1,22,"mRNA stabilization","regulation of mRNA stability","mRNA stabilization",1
"GO:0048260",79,"GO:0006897",0.776,1,27,"positive regulation of receptor-mediated endocytosis","endocytosis","positive regulation of receptor-mediated
endocytosis",1
"GO:0048265",55,"GO:0006953",0.308,1,16,"response to pain","acute-phase response","response to pain",1
"GO:0048514",23,"GO:0016525",0.855,1,19,"blood vessel morphogenesis","negative regulation of angiogenesis","blood vessel morphogenesis",1
"GO:0048538",77,"GO:0030316",0.589,1,43,"thymus development","osteoclast differentiation","thymus development",1
"GO:0048568",47,"GO:0035116",0.608,1,23,"embryonic organ development","embryonic hindlimb morphogenesis","embryonic organ development",1
"GO:0048593",81,"GO:0042462",0.879,1,18,"camera-type eye morphogenesis","eye photoreceptor cell development","camera-type eye morphogenesis",1
"GO:0048598",47,"GO:0035116",0.726,2,10,"embryonic morphogenesis","embryonic hindlimb morphogenesis","embryonic morphogenesis",2
"GO:0048661",28,"GO:0050680",0.571,1,58,"positive regulation of smooth muscle cell proliferation","negative regulation of epithelial cell proliferation","positive regulation of smooth
muscle cell proliferation",1
"GO:0048666",30,"GO:0010975",0.88,1,54,"neuron development","regulation of neuron projection development","neuron development",1
"GO:0048675",41,"GO:0030308",0.817,2,26,"axon extension","negative regulation of cell growth","axon extension",2
"GO:0048678",70,"GO:0031103",0.972,1,29,"response to axon injury","axon regeneration","response to axon injury",1
"GO:0048701",72,"GO:0001958",0.746,1,32,"embryonic cranial skeleton morphogenesis","endochondral ossification","embryonic cranial skeleton morphogenesis",1
"GO:0048706",72,"GO:0001958",0.667,1,33,"embryonic skeletal system development","endochondral ossification","embryonic skeletal system development",1
"GO:0048821",31,"GO:0006874",0.546,1,18,"erythrocyte development","cellular calcium ion homeostasis","erythrocyte development",1
"GO:0048843",30,"GO:0010975",0.768,2,27,"negative regulation of axon extension involved in axon guidance","regulation of neuron projection development","negative regulation of axon
extension involved in axon guidance",2
"GO:0048854",39,"GO:0048854",1,2,22,"brain morphogenesis","brain morphogenesis","brain morphogenesis",2
"GO:0048872",31,"GO:0006874",0.652,1,15,"homeostasis of number of cells","cellular calcium ion homeostasis","homeostasis of number of cells",1
"GO:0050434",57,"GO:0019079",0.64,1,28,"positive regulation of viral transcription","viral genome replication","positive regulation of viral transcription",1
"GO:0050679",28,"GO:0050680",0.877,1,60,"positive regulation of epithelial cell proliferation","negative regulation of epithelial cell proliferation","positive regulation of epithelial
cell proliferation",1
"GO:0050680",28,"GO:0050680",0.999,2,64,"negative regulation of epithelial cell proliferation","negative regulation of epithelial cell proliferation","negative regulation of epithelial
cell proliferation",2
"GO:0050690",57,"GO:0019079",0.622,1,27,"regulation of defense response to virus by virus","viral genome replication","regulation of defense response
to virus by virus",1
"GO:0050728",55,"GO:0006953",0.673,2,128,"negative regulation of inflammatory response","acute-phase response","negative regulation of inflammatory response",2
"GO:0050729",55,"GO:0006953",0.669,1,90,"positive regulation of inflammatory response","acute-phase response","positive regulation of inflammatory response",1
"GO:0050731",18,"GO:0050731",0.998,3,96,"positive regulation of peptidyl-tyrosine phosphorylation","positive regulation of peptidyl-tyrosine phosphorylation","positive regulation of peptidyl-tyrosine
phosphorylation",3
"GO:0050765",79,"GO:0006897",0.507,1,17,"negative regulation of phagocytosis","endocytosis","negative regulation of phagocytosis",1
"GO:0050767",30,"GO:0010975",0.935,2,34,"regulation of neurogenesis","regulation of neuron projection development","regulation of neurogenesis",2
"GO:0050768",30,"GO:0010975",0.837,1,22,"negative regulation of neurogenesis","regulation of neuron projection development","negative regulation of neurogenesis",1
"GO:0050771",30,"GO:0010975",0.83,2,22,"negative regulation of axonogenesis","regulation of neuron projection development","negative regulation of axonogenesis",2
"GO:0050772",14,"GO:0007411",0.795,1,32,"positive regulation of axonogenesis","axon guidance","positive regulation of axonogenesis",1
"GO:0050773",30,"GO:0010975",0.888,1,16,"regulation of dendrite development","regulation of neuron projection development","regulation of dendrite development",1
"GO:0050776",52,"GO:0030449",0.737,2,213,"regulation of immune response","regulation of complement activation","regulation of immune response",2
"GO:0050801",31,"GO:0006874",0.932,1,12,"ion homeostasis","cellular calcium ion homeostasis","ion homeostasis",1
"GO:0050804",42,"GO:0007267",0.792,1,62,"modulation of chemical synaptic transmission","cell-cell signaling","modulation of chemical synaptic transmission",1
"GO:0050808",32,"GO:0007416",0.917,1,42,"synapse organization","synapse assembly","synapse organization",1
"GO:0050821",31,"GO:0006874",0.445,2,201,"protein stabilization","cellular calcium ion homeostasis","protein stabilization",2
"GO:0050877",33,"GO:0061337",0.654,1,55,"nervous system process","cardiac conduction","nervous system process",1
"GO:0050901",6,"GO:0007155",0.634,1,21,"leukocyte tethering or rolling","cell adhesion","leukocyte tethering or rolling",1
"GO:0050905",33,"GO:0061337",0.514,1,20,"neuromuscular process","cardiac conduction","neuromuscular process",1
"GO:0050908",51,"GO:0071260",0.526,2,18,"detection of light stimulus involved in visual perception","cellular response to mechanical stimulus","detection of light stimulus
involved in visual perception",2
"GO:0050919",11,"GO:0060326",0.702,1,41,"negative chemotaxis","cell chemotaxis","negative chemotaxis",1
"GO:0051000",58,"GO:0043405",0.505,1,24,"positive regulation of nitric-oxide synthase activity","regulation of MAP kinase activity","positive regulation of nitric-oxide
synthase activity",1
"GO:0051013",8,"GO:0003341",0.538,1,13,"microtubule severing","cilium movement","microtubule severing",1
"GO:0051014",106,"GO:0051014",1,1,8,"actin filament severing","actin filament severing","actin filament severing",1
"GO:0051092",58,"GO:0043405",0.527,1,193,"positive regulation of NF-kappaB transcription factor activity","regulation of MAP kinase activity","positive regulation of NF-kappaB
transcription factor activity",1
"GO:0051131",22,"GO:0051289",0.486,1,19,"chaperone-mediated protein complex assembly","protein homotetramerization","chaperone-mediated protein complex assembly",1
"GO:0051146",15,"GO:0045595",0.54,2,14,"striated muscle cell differentiation","regulation of cell differentiation","striated muscle cell differentiation",2
"GO:0051170",3,"GO:0016079",0.5,1,22,"import into nucleus","synaptic vesicle exocytosis","import into nucleus",1
"GO:0051209",31,"GO:0006874",0.894,1,60,"release of sequestered calcium ion into cytosol","cellular calcium ion homeostasis","release of sequestered calcium
ion into cytosol",1
"GO:0051258",22,"GO:0051289",0.593,1,14,"protein polymerization","protein homotetramerization","protein polymerization",1
"GO:0051281",27,"GO:0090280",0.816,1,31,"positive regulation of release of sequestered calcium ion into cytosol","positive regulation of calcium ion import","positive regulation of release of sequestered
calcium ion into cytosol",1
"GO:0051289",22,"GO:0051289",0.999,3,98,"protein homotetramerization","protein homotetramerization","protein homotetramerization",3
"GO:0051384",35,"GO:0030518",0.843,1,59,"response to glucocorticoid","intracellular steroid hormone receptor signaling pathway","response to glucocorticoid",1
"GO:0051402",61,"GO:0060548",0.626,1,41,"neuron apoptotic process","negative regulation of cell death","neuron apoptotic process",1
"GO:0051412",35,"GO:0030518",0.736,1,18,"response to corticosterone","intracellular steroid hormone receptor signaling pathway","response to corticosterone",1
"GO:0051480",31,"GO:0006874",0.969,1,47,"regulation of cytosolic calcium ion concentration","cellular calcium ion homeostasis","regulation of cytosolic calcium
ion concentration",1
"GO:0051493",38,"GO:0007015",0.749,1,27,"regulation of cytoskeleton organization","actin filament organization","regulation of cytoskeleton organization",1
"GO:0051496",38,"GO:0007015",0.813,1,59,"positive regulation of stress fiber assembly","actin filament organization","positive regulation of stress
fiber assembly",1
"GO:0051560",31,"GO:0006874",0.776,1,18,"mitochondrial calcium ion homeostasis","cellular calcium ion homeostasis","mitochondrial calcium ion homeostasis",1
"GO:0051604",59,"GO:0031638",0.864,2,23,"protein maturation","zymogen activation","protein maturation",2
"GO:0051770",93,"GO:0032933",0.411,1,16,"positive regulation of nitric-oxide synthase biosynthetic process","SREBP signaling pathway","positive regulation of nitric-oxide
synthase biosynthetic process",1
"GO:0051775",82,"GO:0051775",1,1,11,"response to redox state","response to redox state","response to redox state",1
"GO:0051865",80,"GO:0031398",0.629,1,71,"protein autoubiquitination","positive regulation of protein ubiquitination","protein autoubiquitination",1
"GO:0051893",6,"GO:0007155",0.679,1,23,"regulation of focal adhesion assembly","cell adhesion","regulation of focal adhesion assembly",1
"GO:0051895",6,"GO:0007155",0.611,1,18,"negative regulation of focal adhesion assembly","cell adhesion","negative regulation of focal
adhesion assembly",1
"GO:0051897",37,"GO:0048015",0.476,1,191,"positive regulation of protein kinase B signaling","phosphatidylinositol-mediated signaling","positive regulation of protein
kinase B signaling",1
"GO:0051901",69,"GO:0086012",0.785,1,10,"positive regulation of mitochondrial depolarization","membrane depolarization during cardiac muscle cell action potential","positive regulation of mitochondrial depolarization",1
"GO:0051918",70,"GO:0031103",0.575,1,10,"negative regulation of fibrinolysis","axon regeneration","negative regulation of fibrinolysis",1
"GO:0051924",27,"GO:0090280",0.8,1,29,"regulation of calcium ion transport","positive regulation of calcium ion import","regulation of calcium ion transport",1
"GO:0051928",27,"GO:0090280",0.877,1,31,"positive regulation of calcium ion transport","positive regulation of calcium ion import","positive regulation of calcium
ion transport",1
"GO:0051930",33,"GO:0061337",0.658,1,31,"regulation of sensory perception of pain","cardiac conduction","regulation of sensory perception
of pain",1
"GO:0051932",42,"GO:0007267",0.61,1,15,"synaptic transmission, GABAergic","cell-cell signaling","synaptic transmission, GABAergic",1
"GO:0051965",32,"GO:0007416",0.898,2,64,"positive regulation of synapse assembly","synapse assembly","positive regulation of synapse assembly",2
"GO:0051968",42,"GO:0007267",0.591,1,30,"positive regulation of synaptic transmission, glutamatergic","cell-cell signaling","positive regulation of synaptic
transmission, glutamatergic",1
"GO:0051973",60,"GO:0000729",0.467,1,42,"positive regulation of telomerase activity","DNA double-strand break processing","positive regulation of telomerase activity",1
"GO:0055007",15,"GO:0045595",0.491,1,22,"cardiac muscle cell differentiation","regulation of cell differentiation","cardiac muscle cell differentiation",1
"GO:0055072",31,"GO:0006874",0.791,1,37,"iron ion homeostasis","cellular calcium ion homeostasis","iron ion homeostasis",1
"GO:0055078",31,"GO:0006874",0.747,1,14,"sodium ion homeostasis","cellular calcium ion homeostasis","sodium ion homeostasis",1
"GO:0055085",49,"GO:0055085",0.98,2,287,"transmembrane transport","transmembrane transport","transmembrane transport",2
"GO:0055089",31,"GO:0006874",0.643,2,15,"fatty acid homeostasis","cellular calcium ion homeostasis","fatty acid homeostasis",2
"GO:0055091",31,"GO:0006874",0.633,1,12,"phospholipid homeostasis","cellular calcium ion homeostasis","phospholipid homeostasis",1
"GO:0055119",33,"GO:0061337",0.456,1,13,"relaxation of cardiac muscle","cardiac conduction","relaxation of cardiac muscle",1
"GO:0060047",33,"GO:0061337",0.918,1,14,"heart contraction","cardiac conduction","heart contraction",1
"GO:0060070",42,"GO:0007267",0.777,1,121,"canonical Wnt signaling pathway","cell-cell signaling","canonical Wnt signaling pathway",1
"GO:0060088",47,"GO:0035116",0.545,1,12,"auditory receptor cell stereocilium organization","embryonic hindlimb morphogenesis","auditory receptor cell stereocilium organization",1
"GO:0060135",45,"GO:0007548",0.577,1,24,"maternal process involved in female pregnancy","sex differentiation","maternal process involved in
female pregnancy",1
"GO:0060236",8,"GO:0003341",0.579,2,19,"regulation of mitotic spindle organization","cilium movement","regulation of mitotic spindle organization",2
"GO:0060271",54,"GO:0060271",0.996,2,233,"cilium assembly","cilium assembly","cilium assembly",2
"GO:0060285",11,"GO:0060326",0.612,2,20,"cilium-dependent cell motility","cell chemotaxis","cilium-dependent cell motility",2
"GO:0060307",69,"GO:0086012",0.628,1,28,"regulation of ventricular cardiac muscle cell membrane repolarization","membrane depolarization during cardiac muscle cell action potential","regulation of ventricular cardiac
muscle cell membrane repolarization",1
"GO:0060325",39,"GO:0048854",0.565,1,32,"face morphogenesis","brain morphogenesis","face morphogenesis",1
"GO:0060326",11,"GO:0060326",0.996,3,74,"cell chemotaxis","cell chemotaxis","cell chemotaxis",3
