"best_anno","most_freq_anno","anno_score","was_loc","GeneID"
"MAB21L4","MAB21L4","2","N","MAB21L4"
"MACC1","MACC1","2","N","MACC1"
"MACF1","MACF1","2","N","MACF1"
"CUNH5orf30","CUNH5orf30","1","N","CUNH5orf30"
"MACO1","MACO1","2","N","MACO1"
"MACROD2","MACROD2","2","N","MACROD2"
"MAD1L1","MAD1L1","2","N","MAD1L1"
"MAD2L1","MAD2L1","3","N","MAD2L1"
"MAD2L1BP","MAD2L1BP","3","N","MAD2L1BP"
"MAD2L2","MAD2L2","3","N","MAD2L2"
"MADCAM1","MADCAM1","3","N","MADCAM1"
"MADD","MADD","2","N","MADD"
"MAEA","MAEA","3","N","MAEA"
"MAEL","MAEL","2","N","MAEL"
"MAF","MAF","3","N","MAF"
"MAFA","MAFA","3","N","MAFA"
"MAFB","MAFB","3","N","MAFB"
"MAFF","MAFF","3","N","MAFF"
"MAFG","MAFG","3","N","MAFG"
"MAFK","MAFK","3","N","MAFK"
"LOC113984660","LOC113984660","1","N","LOC113984660"
"LOC113990339","LOC113990339","1","N","LOC113990339"
"MAGI1","MAGI1","2","N","MAGI1"
"MAGI2","MAGI2","3","N","MAGI2"
"MAGI3","MAGI3","3","N","MAGI3"
"MAGOH","MAGOH","3","N","MAGOH"
"MAGT1","MAGT1","3","N","MAGT1"
"MAIP1","MAIP1","2","N","MAIP1"
"LOC113996655","LOC113996655","1","N","LOC113996655"
"LOC113997491","LOC113997491","1","N","LOC113997491"
"MAK","MAK","2","N","MAK"
"MAK16","MAK16","3","N","MAK16"
"MAL2","MAL2","3","N","MAL2"
"MALL","MALL","3","N","MALL"
"MAL","MAL","3","N","MAL"
"MALRD1","MALRD1","3","N","MALRD1"
"MALSU1","MALSU1","3","N","MALSU1"
"MALT1","MALT1","2","N","MALT1"
"MAMDC2","MAMDC2","3","N","MAMDC2"
"MAMDC4","MAMDC4","2","N","MAMDC4"
"MAML1","MAML1","2","N","MAML1"
"MAML2","MAML2","3","N","MAML2"
"MAML3","MAML3","2","N","MAML3"
"MAMLD1","MAMLD1","3","N","MAMLD1"
"MAN1A1","MAN1A1","3","N","MAN1A1"
"MAN1A2","MAN1A2","3","N","MAN1A2"
"MAN1B1","MAN1B1","2","N","MAN1B1"
"MAN1C1","MAN1C1","3","N","MAN1C1"
"MAN2A1","MAN2A1","3","N","MAN2A1"
"MAN2A2","MAN2A2","2","N","MAN2A2"
"MAN2B2","MAN2B2","3","N","MAN2B2"
"MAN2C1","MAN2C1","3","N","MAN2C1"
"MANBA","MANBA","3","N","MANBA"
"MANBAL","MANBAL","3","N","MANBAL"
"MANEA","MANEA","3","N","MANEA"
"MANF","MANF","3","N","MANF"
"MANSC1","MANSC1","3","N","MANSC1"
"MANSC4","MANSC4","2","N","MANSC4"
"MAP10","MAP10","3","N","MAP10"
"CUNH7orf43","CUNH7orf43","1","N","CUNH7orf43"
"MAP1A","MAP1A","2","N","MAP1A"
"MAP1B","MAP1B","3","N","MAP1B"
"MAP1S","MAP1S","2","N","MAP1S"
"MAP1LC3A","MAP1LC3A","3","N","MAP1LC3A"
"MAP1LC3B","MAP1LC3B","3","N","MAP1LC3B"
"MAP1LC3C","MAP1LC3C","2","N","MAP1LC3C"
"MAP2","MAP2","2","N","MAP2"
"MAP2K2","MAP2K2","3","N","MAP2K2"
"MAP2K1","MAP2K1","2","N","MAP2K1"
"MAP2K4","MAP2K4","2","N","MAP2K4"
"MAP2K5","MAP2K5","3","N","MAP2K5"
"MAP2K6","MAP2K6","2","N","MAP2K6"
"MAP2K3","MAP2K3","2","N","MAP2K3"
"MAP2K7","MAP2K7","2","N","MAP2K7"
"MAP3K1","MAP3K1","3","N","MAP3K1"
"MAP3K7","MAP3K7","1","N","MAP3K7"
"MAP3K11","MAP3K11","2","N","MAP3K11"
"MAP3K12","MAP3K12","2","N","MAP3K12"
"MAP3K13","MAP3K13","2","N","MAP3K13"
"MAP3K14","MAP3K14","3","N","MAP3K14"
"MAP3K15","MAP3K15","2","N","MAP3K15"
"MAP3K19","MAP3K19","2","N","MAP3K19"
"MAP3K2","MAP3K2","2","N","MAP3K2"
"MAP3K20","MAP3K20","2","N","MAP3K20"
"MAP3K21","MAP3K21","2","N","MAP3K21"
"MAP3K3","MAP3K3","2","N","MAP3K3"
"MAP3K4","MAP3K4","2","N","MAP3K4"
"MAP3K5","MAP3K5","3","N","MAP3K5"
"MAP3K7CL","MAP3K7CL","2","N","MAP3K7CL"
"MAP3K8","MAP3K8","2","N","MAP3K8"
"MAP3K9","MAP3K9","2","N","MAP3K9"
"MAP4","MAP4","2","N","MAP4"
"MAP4K3","MAP4K3","2","N","MAP4K3"
"MAP4K5","MAP4K5","2","N","MAP4K5"
"MAP6","MAP6","3","N","MAP6"
"MAP6","MAP6","3","N","MAP6D1"
"MAP7","MAP7","3","N","MAP7"
"MAP7","MAP7","3","N","MAP7D1"
"MAP7D2","MAP7D2","2","N","MAP7D2"
"MAP7D3","MAP7D3","3","N","MAP7D3"
"MAP9","MAP9","2","N","MAP9"
"MAPK1","MAPK1","2","N","MAPK1"
"MAPK10","MAPK10","2","N","MAPK8"
"MAPK9","MAPK9","2","N","MAPK9"
"MAPK10","MAPK10","2","Y","LOC113997028"
"MAPK11","MAPK11","3","N","MAPK11"
"MAPK12","MAPK12","3","N","MAPK12"
"MAPK13","MAPK13","2","N","MAPK13"
"MAPK14","MAPK14","2","N","MAPK14"
"MAPK15","MAPK15","3","N","MAPK15"
"MAPK1IP1L","MAPK1IP1L","2","N","MAPK1IP1L"
"MAPK4","MAPK4","3","N","MAPK4"
"MAPK6","MAPK6","2","N","MAPK6"
"MAPK7","MAPK7","2","N","MAPK7"
"MAPK8IP1","MAPK8IP1","2","N","MAPK8IP1"
"LOC114000580","LOC114000580","1","N","LOC114000580"
"MAPKAP1","MAPKAP1","3","N","MAPKAP1"
"MAPKAPK2","MAPKAPK2","2","N","MAPKAPK2"
"MAPKAPK3","MAPKAPK3","3","N","MAPKAPK3"
"MAPKAPK5","MAPKAPK5","3","N","MAPKAPK5"
"MAPKBP1","MAPKBP1","2","N","MAPKBP1"
"MAPRE1","MAPRE1","3","N","MAPRE1"
"MAPRE2","MAPRE2","3","N","MAPRE2"
"MAPRE3","MAPRE3","2","N","MAPRE3"
"MAPT","MAPT","3","N","MAPT"
"MARCH8","MARCH8","2","N","MARCH8"
"MARCH1","MARCH1","2","N","MARCH1"
"MARCH11","MARCH11","2","N","MARCH11"
"MARCH2","MARCH2","2","N","MARCH2"
"MARCH3","MARCH3","2","N","MARCH3"
"MARCH4","MARCH4","2","N","MARCH4"
"MARCH5","MARCH5","2","N","MARCH5"
"MARCH6","MARCH6","1","N","MARCH6"
"MARCH7","MARCH7","1","N","MARCH7"
"MARCKS","MARCKS","3","N","MARCKS"
"MARCKSL1","MARCKSL1","3","N","MARCKSL1"
"MARCO","MARCO","3","N","MARCO"
"MARF1","MARF1","2","N","MARF1"
"MARK1","MARK1","2","N","MARK1"
"MARK2","MARK2","3","N","MARK2"
"MARK2","MARK2","2","Y","LOC113997885"
"MARK3","MARK3","2","N","MARK3"
"MARS2","MARS2","3","N","MARS2"
"MARVELD1","MARVELD1","3","N","MARVELD1"
"MARVELD2","MARVELD2","3","N","MARVELD2"
"MARVELD2","MARVELD2","2","N","OCEL1"
"MARVELD3","MARVELD3","3","N","MARVELD3"
"MAS1","MAS1","3","N","MAS1"
"LOC113988631","LOC113988631","1","N","LOC113988631"
"LOC113988636","LOC113988636","1","N","LOC113988636"
"LOC113988642","LOC113988642","1","N","LOC113988642"
"MASP1","MASP1","3","N","MASP1"
"MASP2","MASP2","3","N","MASP2"
"MAST2","MAST2","2","N","MAST2"
"MAST4","MAST4","2","N","MAST4"
"MAST3","MAST3","1","N","MAST3"
"MASTL","MASTL","2","N","MASTL"
"MAT1A","MAT1A","3","N","MAT1A"
"MAT2A","MAT2A","2","N","MAT2A"
"MAT2B","MAT2B","3","N","MAT2B"
"MATK","MATK","2","N","MATK"
"MATN1","MATN1","3","N","MATN1"
"MATN2","MATN2","2","N","MATN2"
"MATN3","MATN3","3","N","MATN3"
"MATN4","MATN4","3","N","MATN4"
"MATR3","MATR3","3","N","MATR3"
"MAU2","MAU2","3","N","MAU2"
"MAU2","MAU2","2","Y","LOC113982688"
"MAVS","MAVS","3","N","MAVS"
"MAX","MAX","2","N","MAX"
"MB","MB","3","N","MB"
"MB21D2","MB21D2","3","N","MB21D2"
"MBD1","MBD1","2","N","MBD1"
"MBD3","MBD3","3","N","MBD3"
"MBD4","MBD4","3","N","MBD4"
"MBD5","MBD5","2","N","MBD5"
"MBIP","MBIP","3","N","MBIP"
"MBLAC2","MBLAC2","3","N","MBLAC2"
"MBNL1","MBNL1","3","N","MBNL1"
"MBNL2","MBNL2","3","N","MBNL2"
"MBNL3","MBNL3","3","N","MBNL3"
"MBOAT1","MBOAT1","2","N","MBOAT1"
"MBOAT2","MBOAT2","3","N","MBOAT2"
"MBTD1","MBTD1","2","N","MBTD1"
"MBTPS1","MBTPS1","3","N","MBTPS1"
"MBTPS2","MBTPS2","2","N","MBTPS2"
"MC2R","MC2R","3","N","MC2R"
"MC3R","MC3R","3","N","MC3R"
"MC4R","MC4R","2","Y","LOC113993203"
"MC5R","MC5R","3","N","MC5R"
"MCAM","MCAM","3","N","MCAM"
"MCAT","MCAT","3","N","MCAT"
"MCC","MCC","2","N","MCC"
"MCCC1","MCCC1","3","N","MCCC1"
"MCCC2","MCCC2","3","N","MCCC2"
"MCEE","MCEE","3","N","MCEE"
"MCF2L","MCF2L","3","N","MCF2L"
"MCF2","MCF2","3","N","MCF2"
"MCF2L","MCF2L","2","Y","LOC113982574"
"MCFD2","MCFD2","3","N","MCFD2"
"MCHR1","MCHR1","3","N","MCHR1"
"MCHR2","MCHR2","2","N","MCHR2"
"MCL1","MCL1","3","N","MCL1"
"MCM10","MCM10","3","N","MCM10"
"MCM2","MCM2","3","N","MCM2"
"MCM3","MCM3","3","N","MCM3"
"MCM3AP","MCM3AP","3","N","MCM3AP"
"MCM4","MCM4","3","N","MCM4"
"MCM5","MCM5","3","N","MCM5"
"MCM6","MCM6","3","N","MCM6"
"MCM7","MCM7","2","N","MCM7"
"MCM8","MCM8","3","N","MCM8"
"MCM9","MCM9","3","N","MCM9"
"MCMBP","MCMBP","3","N","MCMBP"
"MCMDC2","MCMDC2","2","N","MCMDC2"
"MCOLN2","MCOLN2","2","N","MCOLN2"
"MCOLN3","MCOLN3","2","N","MCOLN3"
"MCPH1","MCPH1","3","N","MCPH1"
"MCRIP1","MCRIP1","3","N","MCRIP1"
"MCRIP2","MCRIP2","2","N","MCRIP2"
"MCRS1","MCRS1","3","N","MCRS1"
"MCTP2","MCTP2","2","N","MCTP2"
"MCTP1","MCTP1","1","N","MCTP1"
"LOC114003204","LOC114003204","1","N","LOC114003204"
"MCTS1","MCTS1","3","N","MCTS1"
"MCU","MCU","2","N","MCU"
"MCUB","MCUB","2","N","MCUB"
"MCUR1","MCUR1","3","N","MCUR1"
"MDFI","MDFI","3","N","MDFI"
"MDFIC","MDFIC","3","N","MDFIC"
"MDFIC2","MDFIC2","2","N","MDFIC2"
"MDGA1","MDGA1","3","N","MDGA1"
"MDGA2","MDGA2","2","N","MDGA2"
"MDH1","MDH1","3","N","MDH1"
"MDH1","MDH1","3","N","MDH1B"
"MDH2","MDH2","3","N","MDH2"
"MDK","MDK","3","N","MDK"
"MDM1","MDM1","3","N","MDM1"
"MDM2","MDM2","3","N","MDM2"
"MDM2","MDM2","2","Y","LOC113994027"
"MDM4","MDM4","2","N","MDM4"
"MDN1","MDN1","2","N","MDN1"
"ME1","ME1","3","N","ME1"
"ME2","ME2","2","N","ME2"
"MEA1","MEA1","3","N","MEA1"
"MEAF6","MEAF6","3","N","MEAF6"
"MEAK7","MEAK7","2","N","MEAK7"
"MECOM","MECOM","2","N","MECOM"
"MECP2","MECP2","2","N","MECP2"
"MECR","MECR","2","N","MECR"
"MED1","MED1","3","N","MED1"
"MED10","MED10","3","N","MED10"
"MED12","MED12","2","N","MED12"
"MED12L","MED12L","2","N","MED12L"
"MED13","MED13","3","N","MED13"
"MED13","MED13","2","Y","LOC114002143"
"MED14","MED14","3","N","MED14"
"MED15","MED15","3","N","MED15"
"MED16","MED16","3","N","MED16"
"MED17","MED17","3","N","MED17"
"MED18","MED18","3","N","MED18"
"MED19","MED19","3","N","MED19"
"MED20","MED20","3","N","MED20"
"MED21","MED21","3","N","MED21"
"MED23","MED23","2","N","MED23"
"MED24","MED24","3","N","MED24"
"MED26","MED26","3","N","MED26"
"MED27","MED27","3","N","MED27"
"MED28","MED28","3","N","MED28"
"MED29","MED29","3","N","MED29"
"MED30","MED30","3","N","MED30"
"MED31","MED31","3","N","MED31"
"MED4","MED4","3","N","MED4"
"MED6","MED6","3","N","MED6"
"MED7","MED7","2","N","MED7"
"MED9","MED9","3","N","MED9"
"MEF2A","MEF2A","3","N","MEF2A"
"MEF2A","MEF2A","2","N","LYSMD4"
"MEF2B","MEF2B","2","N","MEF2B"
"MEF2C","MEF2C","2","N","MEF2C"
"MEF2D","MEF2D","3","N","MEF2D"
"MEGF10","MEGF10","3","N","MEGF10"
"MEGF11","MEGF11","2","N","MEGF11"
"MEGF9","MEGF9","3","N","MEGF9"
"MEI1","MEI1","3","N","MEI1"
"MEI4","MEI4","3","N","MEI4"
"MEIG1","MEIG1","3","N","MEIG1"
"MEIOB","MEIOB","2","N","MEIOB"
"MEIOC","MEIOC","3","N","MEIOC"
"MEIS1","MEIS1","3","N","MEIS1"
"MEIS2","MEIS2","2","N","MEIS2"
"MELK","MELK","3","N","MELK"
"MELTF","MELTF","3","N","MELTF"
"MEMO1","MEMO1","3","N","MEMO1"
"MEN1","MEN1","2","N","MEN1"
"MEOX1","MEOX1","3","N","MEOX1"
"MEOX2","MEOX2","3","N","MEOX2"
"MEP1A","MEP1A","3","N","MEP1A"
"MEP1B","MEP1B","2","N","MEP1B"
"MEPCE","MEPCE","3","N","MEPCE"
"MERTK","MERTK","3","N","MERTK"
"MESD","MESD","3","N","MESD"
"MET","MET","3","N","MET"
"METAP1","METAP1","3","N","METAP1"
"METAP1","METAP1","3","N","METAP1D"
"METAP2","METAP2","3","N","METAP2"
"METRN","METRN","3","N","METRN"
"METRNL","METRNL","3","N","METRNL"
"METTL1","METTL1","2","N","METTL1"
"LOC113984182","LOC113984182","1","N","LOC113984182"
"METTL11B","METTL11B","2","N","METTL11B"
"METTL14","METTL14","3","N","METTL14"
"METTL15","METTL15","3","N","METTL15"
"METTL16","METTL16","3","N","METTL16"
"METTL18","METTL18","2","N","METTL18"
"METTL21A","METTL21A","3","N","METTL21A"
"METTL21C","METTL21C","2","N","METTL21C"
"METTL22","METTL22","3","N","METTL22"
"METTL23","METTL23","2","N","METTL23"
"METTL24","METTL24","3","N","METTL24"
"METTL25","METTL25","2","N","METTL25"
"METTL26","METTL26","2","N","METTL26"
"METTL27","METTL27","2","N","METTL27"
"METTL2B","METTL2B","2","N","METTL2A"
"METTL3","METTL3","2","N","METTL3"
"METTL4","METTL4","2","N","METTL4"
"METTL5","METTL5","2","N","METTL5"
"METTL6","METTL6","2","N","METTL6"
"METTL7A","METTL7A","3","N","METTL7A"
"METTL8","METTL8","2","N","METTL8"
"METTL9","METTL9","3","N","METTL9"
"MEX3A","MEX3A","3","N","MEX3A"
"MEX3B","MEX3B","3","N","MEX3B"
"MEX3C","MEX3C","2","N","MEX3C"
"MEX3D","MEX3D","2","N","MEX3D"
"MFAP1","MFAP1","3","N","MFAP1"
"MFAP2","MFAP2","3","N","MFAP2"
"MFAP3","MFAP3","3","N","MFAP3"
"MFAP3","MFAP3","3","N","MFAP3L"
"MFAP5","MFAP5","2","N","MFAP5"
"MFF","MFF","2","N","MFF"
"FATE1","FATE1","1","N","FATE1"
"MFHAS1","MFHAS1","3","N","MFHAS1"
"LOC113994075","LOC113994075","1","N","LOC113994075"
"MFN1","MFN1","3","N","MFN1"
"MFN2","MFN2","2","N","MFN2"
"MFNG","MFNG","3","N","MFNG"
"MFRP","MFRP","3","N","MFRP"
"C1QTNF5","C1QTNF5","2","N","C1QTNF5"
"MFSD1","MFSD1","3","N","MFSD1"
"MFSD10","MFSD10","2","N","MFSD10"
"MFSD11","MFSD11","2","N","MFSD11"
"MFSD13A","MFSD13A","3","N","MFSD13A"
"MFSD14A","MFSD14A","2","N","MFSD14A"
"MFSD2A","MFSD2A","3","N","MFSD2A"
"MFSD2B","MFSD2B","2","N","MFSD2B"
"MFSD4A","MFSD4A","3","N","MFSD4A"
"MFSD4B","MFSD4B","3","N","MFSD4B"
"MFSD5","MFSD5","2","N","MFSD5"
"MFSD6","MFSD6","2","N","MFSD6"
"MFSD6L","MFSD6L","2","N","MFSD6L"
"MFSD8","MFSD8","2","N","MFSD8"
"MFSD9","MFSD9","3","N","MFSD9"
"MGA","MGA","2","N","MGA"
"MGAT2","MGAT2","3","N","MGAT2"
"MGAT3","MGAT3","3","N","MGAT3"
"MGAT4A","MGAT4A","3","N","MGAT4A"
"MGAT4B","MGAT4B","2","N","MGAT4B"
"MGAT4D","MGAT4D","1","N","MGAT4D"
"MGAT4C","MGAT4C","3","N","MGAT4C"
"MGAT5","MGAT5","2","N","MGAT5"
"MGAT5B","MGAT5B","2","N","MGAT5B"
"MGLL","MGLL","3","N","MGLL"
"MGME1","MGME1","3","N","MGME1"
"MGMT","MGMT","2","N","MGMT"
"MGP","MGP","3","N","MGP"
"MGRN1","MGRN1","2","N","MGRN1"
"MGST1","MGST1","3","N","MGST1"
"MGST2","MGST2","2","N","MGST2"
"MGST3","MGST3","3","N","MGST3"
"MIA2","MIA2","2","N","MIA2"
"MIA3","MIA3","3","N","MIA3"
"MIB1","MIB1","2","N","MIB1"
"MIB2","MIB2","3","N","MIB2"
"MICAL2","MICAL2","2","N","MICAL2"
"MICAL3","MICAL3","2","N","MICAL3"
"MICAL1","MICAL1","2","N","MICAL1"
"MICALL1","MICALL1","3","N","MICALL1"
"MICALL2","MICALL2","2","N","MICALL2"
"MICOS10","MICOS10","2","N","MICOS10"
"MICOS13","MICOS13","2","N","MICOS13"
"MICU1","MICU1","2","N","MICU1"
"MICU2","MICU2","3","N","MICU2"
"MICU3","MICU3","3","N","MICU3"
"MID1","MID1","3","N","MID1"
"MID1IP1","MID1IP1","3","N","MID1IP1"
"ELMSAN1","ELMSAN1","1","N","ELMSAN1"
"MIDN","MIDN","3","N","MIDN"
"MIEF1","MIEF1","3","N","MIEF1"
"MIEF2","MIEF2","3","N","MIEF2"
"MIER1","MIER1","3","N","MIER1"
"MIER2","MIER2","2","N","MIER2"
"MIER3","MIER3","2","N","MIER3"
"MIF","MIF","2","Y","LOC113984382"
"MIF4GD","MIF4GD","2","N","MIF4GD"
"MIGA1","MIGA1","2","N","MIGA1"
"MIGA2","MIGA2","2","N","MIGA2"
"MIIP","MIIP","3","N","MIIP"
"MINAR1","MINAR1","2","N","MINAR1"
"MINDY1","MINDY1","2","N","MINDY1"
"MINDY2","MINDY2","2","N","MINDY2"
"MINDY3","MINDY3","2","N","MINDY3"
"MINDY4B","MINDY4B","2","N","MINDY4B"
"MINPP1","MINPP1","3","N","MINPP1"
"MIOS","MIOS","2","N","MIOS"
"MIOX","MIOX","2","N","MIOX"
"MIPEP","MIPEP","3","N","MIPEP"
"MIPOL1","MIPOL1","2","N","MIPOL1"
"LOC113993259","LOC113993259","1","N","LOC113993259"
"MIR137","MIR137","2","Y","LOC113998234"
"LOC113983823","LOC113983823","1","N","LOC113983823"
"LOC114002515","LOC114002515","1","N","LOC114002515"
"MIS12","MIS12","3","N","MIS12"
"MIS18A","MIS18A","2","N","MIS18A"
"MIS18BP1","MIS18BP1","3","N","MIS18BP1"
"MISP","MISP","2","N","MISP"
"MITD1","MITD1","2","N","MITD1"
"MITF","MITF","3","N","MITF"
"MKI67","MKI67","2","N","MKI67"
"MKKS","MKKS","3","N","MKKS"
"MKLN1","MKLN1","3","N","MKLN1"
"MKNK1","MKNK1","2","N","MKNK1"
"MKNK2","MKNK2","3","N","MKNK2"
"MKRN1","MKRN1","2","N","MKRN1"
"MKRN2","MKRN2","3","N","MKRN2"
"MKRN2OS","MKRN2OS","3","N","MKRN2OS"
"MKS1","MKS1","2","N","MKS1"
"MKX","MKX","2","N","MKX"
"MLANA","MLANA","3","N","MLANA"
"MLC1","MLC1","2","N","MLC1"
"MLEC","MLEC","2","N","MLEC"
"MLF1","MLF1","2","N","MLF1"
"MLF2","MLF2","3","N","MLF2"
"MLH1","MLH1","2","N","MLH1"
"MLH3","MLH3","2","N","MLH3"
"MLIP","MLIP","2","N","MLIP"
"MLKL","MLKL","3","N","MLKL"
"MLLT1","MLLT1","2","N","MLLT1"
"MLLT10","MLLT10","2","N","MLLT10"
"MLLT11","MLLT11","2","N","MLLT11"
"MLLT3","MLLT3","2","N","MLLT3"
"MLLT6","MLLT6","2","N","MLLT6"
"MLN","MLN","3","N","MLN"
"MLNR","MLNR","3","N","MLNR"
"GHSR","GHSR","2","N","GHSR"
"MLPH","MLPH","3","N","MLPH"
"MLST8","MLST8","3","N","MLST8"
"MLX","MLX","3","N","MLX"
"MLXIP","MLXIP","3","N","MLXIP"
"MLXIPL","MLXIPL","3","N","MLXIPL"
"MLYCD","MLYCD","2","N","MLYCD"
"MMAA","MMAA","2","N","MMAA"
"MMAB","MMAB","3","N","MMAB"
"MMACHC","MMACHC","3","N","MMACHC"
"MMADHC","MMADHC","3","N","MMADHC"
"MMD","MMD","3","N","MMD"
"MMD2","MMD2","3","N","MMD2"
"MME","MME","3","N","MME"
"MME","MME","3","N","MMEL1"
"MMGT1","MMGT1","3","N","MMGT1"
"MMP11","MMP11","3","N","MMP11"
"MMP15","MMP15","3","N","MMP15"
"MMP16","MMP16","3","N","MMP16"
"MMP17","MMP17","3","N","MMP17"
"MMP2","MMP2","3","N","MMP2"
"MMP9","MMP9","2","N","MMP9"
"MMP23B","MMP23B","2","N","MMP23B"
"MMP24","MMP24","3","N","MMP24"
"MMP27","MMP27","2","Y","LOC113997315"
"MMP28","MMP28","2","N","MMP28"
"LOC113997313","LOC113997313","1","N","LOC113997313"
"MMP7","MMP7","3","N","MMP7"
"MMRN1","MMRN1","2","N","MMRN1"
"MMRN2","MMRN2","2","N","MMRN2"
"MMS19","MMS19","2","N","MMS19"
"MMS22L","MMS22L","2","N","MMS22L"
"MMUT","MMUT","2","N","MMUT"
"MN1","MN1","2","N","MN1"
"MNAT1","MNAT1","3","N","MNAT1"
"MND1","MND1","3","N","MND1"
"MNS1","MNS1","2","N","MNS1"
"MNT","MNT","2","N","MNT"
"MNX1","MNX1","3","N","MNX1"
"LOC113995074","LOC113995074","1","N","LOC113995074"
"MOB1A","MOB1A","3","N","MOB1A"
"MOB1B","MOB1B","2","N","MOB1B"
"MOB2","MOB2","2","N","MOB2"
"MOB3A","MOB3A","3","N","MOB3A"
"MOB3B","MOB3B","2","N","MOB3B"
"MOB3C","MOB3C","2","N","MOB3C"
"MOCOS","MOCOS","2","N","MOCOS"
"LOC113999610","LOC113999610","1","N","LOC113999610"
"LOC114000481","LOC114000481","1","N","LOC114000481"
"MOCS1","MOCS1","2","N","MOCS1"
"MOCS3","MOCS3","3","N","MOCS3"
"MOGAT1","MOGAT1","3","N","MOGAT1"
"MOGAT2","MOGAT2","3","N","MOGAT2"
"MOGS","MOGS","3","N","MOGS"
"MON1A","MON1A","3","N","MON1A"
"MON1B","MON1B","2","N","MON1B"
"MON2","MON2","3","N","MON2"
"MORC2","MORC2","2","N","MORC2"
"MORC3","MORC3","2","N","MORC3"
"MORF4L1","MORF4L1","2","N","MORF4L1"
"MORN2","MORN2","3","N","MORN2"
"MORN3","MORN3","2","N","MORN3"
"MORN4","MORN4","3","N","MORN4"
"MORN5","MORN5","2","N","MORN5"
"MOS","MOS","3","N","MOS"
"MOSMO","MOSMO","2","N","MOSMO"
"MOSPD1","MOSPD1","2","N","MOSPD1"
"MOSPD2","MOSPD2","3","N","MOSPD2"
"MOV10","MOV10","3","N","MOV10"
"MOV10","MOV10","3","N","MOV10L1"
"MOXD1","MOXD1","3","N","MOXD1"
"MPC1","MPC1","3","N","MPC1"
"MPC2","MPC2","3","N","MPC2"
"MPDU1","MPDU1","2","N","MPDU1"
"MPDZ","MPDZ","3","N","MPDZ"
"MPEG1","MPEG1","3","N","MPEG1"
"MPG","MPG","3","N","MPG"
"MPHOSPH10","MPHOSPH10","2","N","MPHOSPH10"
"MPHOSPH6","MPHOSPH6","3","N","MPHOSPH6"
"MPHOSPH8","MPHOSPH8","3","N","MPHOSPH8"
"MPHOSPH9","MPHOSPH9","2","N","MPHOSPH9"
"MPI","MPI","3","N","MPI"
"MPL","MPL","3","N","MPL"
"MPLKIP","MPLKIP","2","N","MPLKIP"
"MPP1","MPP1","3","N","MPP1"
"MPP2","MPP2","2","N","MPP2"
"MPP3","MPP3","3","N","MPP3"
"MPP4","MPP4","3","N","MPP4"
"MPP5","MPP5","3","N","MPP5"
"MPP6","MPP6","2","N","MPP6"
"MPP7","MPP7","2","N","MPP7"
"MPPE1","MPPE1","3","N","MPPE1"
"MPPED1","MPPED1","2","N","MPPED1"
"MPPED2","MPPED2","3","N","MPPED2"
"MPRIP","MPRIP","2","N","MPRIP"
"MPST","MPST","3","N","MPST"
"MPV17","MPV17","3","N","MPV17"
"MPV17L","MPV17L","2","N","MPV17L"
"MPV17L2","MPV17L2","3","N","MPV17L2"
"MPZ","MPZ","3","N","MPZ"
"MPZ","MPZ","3","N","MPZL1"
"MPZL2","MPZL2","3","N","MPZL2"
"MPZL3","MPZL3","3","N","MPZL3"
"MRAP","MRAP","3","N","MRAP"
"MRAP2","MRAP2","3","N","MRAP2"
"MRAS","MRAS","3","N","MRAS"
"LOC113997280","LOC113997280","1","N","LOC113997280"
"MRC2","MRC2","3","N","MRC2"
"MRE11","MRE11","3","N","MRE11"
"MREG","MREG","2","N","MREG"
"MRGBP","MRGBP","3","N","MRGBP"
"LOC113988632","LOC113988632","1","N","LOC113988632"
"LOC113988641","LOC113988641","1","N","LOC113988641"
"MRM1","MRM1","2","N","MRM1"
"LOC114003707","LOC114003707","1","N","LOC114003707"
"MRM2","MRM2","3","N","MRM2"
"MRM3","MRM3","2","N","MRM3"
"MRNIP","MRNIP","2","N","MRNIP"
"LOC113991134","LOC113991134","1","N","LOC113991134"
"LOC114001302","LOC114001302","1","N","LOC114001302"
"LOC113991204","LOC113991204","1","N","LOC113991204"
"LOC114002959","LOC114002959","1","N","LOC114002959"
"LOC114002960","LOC114002960","1","N","LOC114002960"
"LOC114002961","LOC114002961","1","N","LOC114002961"
"LOC113997900","LOC113997900","1","N","LOC113997900"
"MRPL1","MRPL1","3","N","MRPL1"
"MRPL10","MRPL10","3","N","MRPL10"
"MRPL12","MRPL12","3","N","MRPL12"
"MRPL13","MRPL13","3","N","MRPL13"
"MRPL14","MRPL14","3","N","MRPL14"
"MRPL15","MRPL15","3","N","MRPL15"
"MRPL16","MRPL16","3","N","MRPL16"
"MRPL17","MRPL17","2","N","MRPL17"
"MRPL18","MRPL18","3","N","MRPL18"
"MRPL19","MRPL19","2","N","MRPL19"
"MRPL2","MRPL2","3","N","MRPL2"
"MRPL20","MRPL20","3","N","MRPL20"
"MRPL21","MRPL21","3","N","MRPL21"
"MRPL22","MRPL22","2","N","MRPL22"
"MRPL23","MRPL23","3","N","MRPL23"
"MRPL24","MRPL24","3","N","MRPL24"
"MRPL27","MRPL27","2","N","MRPL27"
"MRPL28","MRPL28","3","N","MRPL28"
"MRPL3","MRPL3","3","N","MRPL3"
"MRPL30","MRPL30","3","N","MRPL30"
"MRPL32","MRPL32","3","N","MRPL32"
